,time (min),,T(°C),T(K),a,da/dT
0:09:43,9.72,86.5981,127.1666667,400.3166667,0,
0:09:57,9.95,86.5981,129.5,402.65,0,0.0000
0:10:11,10.18,86.5981,131.8333333,404.9833333,0,0.0000
0:10:25,10.42,86.5981,134.1666667,407.3166667,0,0.0000
0:10:39,10.65,86.5981,136.5,409.65,0,0.0000
0:10:53,10.88,86.5981,138.8333333,411.9833333,0,0.0000
0:11:07,11.12,86.5981,141.1666667,414.3166667,0,0.0000
0:11:21,11.35,86.5981,143.5,416.65,0,0.0000
0:11:35,11.58,86.5981,145.8333333,418.9833333,0,0.0000
0:11:49,11.82,86.5981,148.1666667,421.3166667,0,0.0000
0:12:03,12.05,86.5981,150.5,423.65,0,0.0000
0:12:16,12.27,86.5981,152.6666667,425.8166667,0,0.0000
0:12:30,12.50,86.5981,155,428.15,0,0.0000
0:12:44,12.73,86.5981,157.3333333,430.4833333,0,0.0000
0:12:58,12.97,86.5981,159.6666667,432.8166667,0,0.0000
0:16:14,16.23,86.5981,192.3333333,465.4833333,0,0.0000
0:16:28,16.47,86.5981,194.6666667,467.8166667,0,0.0000
0:16:42,16.70,86.5981,197,470.15,0,0.0000
0:16:56,16.93,86.5981,199.3333333,472.4833333,0,0.0000
0:17:52,17.87,86.4817,208.6666667,481.8166667,0.00134531,0.0001
0:19:16,19.27,86.3652,222.6666667,495.8166667,0.002691776,0.0001
0:19:44,19.73,86.2488,227.3333333,500.4833333,0.004037086,0.0003
0:20:12,20.20,86.1323,232,505.15,0.005383552,0.0003
0:20:40,20.67,86.0159,236.6666667,509.8166667,0.006728862,0.0003
0:21:08,21.13,85.8994,241.3333333,514.4833333,0.008075328,0.0003
0:21:22,21.37,85.783,243.6666667,516.8166667,0.009420638,0.0006
0:21:36,21.60,85.7248,246,519.15,0.010093293,0.0003
0:21:50,21.83,85.5501,248.3333333,521.4833333,0.012112414,0.0009
0:22:04,22.07,85.4336,250.6666667,523.8166667,0.01345888,0.0006
0:22:18,22.30,85.259,253,526.15,0.015476845,0.0009
0:22:32,22.53,85.1425,255.3333333,528.4833333,0.016823311,0.0006
0:22:46,22.77,84.9678,257.6666667,530.8166667,0.018842432,0.0009
0:23:00,23.00,84.8514,260,533.15,0.020187742,0.0006
0:23:14,23.23,84.6767,262.3333333,535.4833333,0.022206863,0.0009
0:23:28,23.47,84.502,264.6666667,537.8166667,0.024225984,0.0009
0:23:42,23.70,84.3856,267,540.15,0.025571295,0.0006
0:23:56,23.93,84.2109,269.3333333,542.4833333,0.027590415,0.0009
0:24:10,24.17,83.9198,271.6666667,544.8166667,0.030954847,0.0014
0:24:23,24.38,83.6869,273.8333333,546.9833333,0.033646623,0.0012
0:24:37,24.62,83.454,276.1666667,549.3166667,0.036338399,0.0012
0:24:51,24.85,83.1629,278.5,551.65,0.03970283,0.0014
0:25:05,25.08,82.93,280.8333333,553.9833333,0.042394606,0.0012
0:25:19,25.32,82.6971,283.1666667,556.3166667,0.045086382,0.0012
0:25:33,25.55,82.4642,285.5,558.65,0.047778158,0.0012
0:25:47,25.78,82.2312,287.8333333,560.9833333,0.05047109,0.0012
0:26:01,26.02,81.9983,290.1666667,563.3166667,0.053162866,0.0012
0:26:15,26.25,81.7654,292.5,565.65,0.055854642,0.0012
0:26:29,26.48,81.5325,294.8333333,567.9833333,0.058546418,0.0012
0:26:43,26.72,81.2414,297.1666667,570.3166667,0.061910849,0.0014
0:26:57,26.95,80.9503,299.5,572.65,0.06527528,0.0014
0:27:11,27.18,80.7174,301.8333333,574.9833333,0.067967056,0.0012
0:27:25,27.42,80.4845,304.1666667,577.3166667,0.070658832,0.0012
0:27:39,27.65,80.2516,306.5,579.65,0.073350608,0.0012
0:27:53,27.88,80.0187,308.8333333,581.9833333,0.076042384,0.0012
0:28:07,28.12,79.844,311.1666667,584.3166667,0.078061505,0.0009
0:28:21,28.35,79.4947,313.5,586.65,0.082098591,0.0017
0:28:35,28.58,79.2618,315.8333333,588.9833333,0.084790367,0.0012
0:28:49,28.82,79.0289,318.1666667,591.3166667,0.087482143,0.0012
0:29:03,29.05,78.8542,320.5,593.65,0.089501264,0.0009
0:29:17,29.28,78.6213,322.8333333,595.9833333,0.09219304,0.0012
0:29:31,29.52,78.4466,325.1666667,598.3166667,0.094212161,0.0009
0:29:45,29.75,78.2719,327.5,600.65,0.096231282,0.0009
0:29:59,29.98,78.039,329.8333333,602.9833333,0.098923058,0.0012
0:30:13,30.22,77.8061,332.1666667,605.3166667,0.101614834,0.0012
0:30:27,30.45,77.6314,334.5,607.65,0.103633955,0.0009
0:30:41,30.68,77.4568,336.8333333,609.9833333,0.105651921,0.0009
0:30:55,30.92,77.2821,339.1666667,612.3166667,0.107671042,0.0009
0:31:09,31.15,77.1074,341.5,614.65,0.109690163,0.0009
0:31:23,31.38,76.9327,343.8333333,616.9833333,0.111709284,0.0009
0:31:37,31.62,76.8163,346.1666667,619.3166667,0.113054594,0.0006
0:31:51,31.85,76.6998,348.5,621.65,0.11440106,0.0006
0:32:05,32.08,76.5834,350.8333333,623.9833333,0.11574637,0.0006
0:32:19,32.32,76.4087,353.1666667,626.3166667,0.117765491,0.0009
0:32:33,32.55,76.234,355.5,628.65,0.119784612,0.0009
0:32:47,32.78,76.1176,357.8333333,630.9833333,0.121129922,0.0006
0:33:01,33.02,76.0011,360.1666667,633.3166667,0.122476388,0.0006
0:33:15,33.25,75.6518,362.5,635.65,0.126513474,0.0017
0:33:29,33.48,75.1278,364.8333333,637.9833333,0.132569681,0.0026
0:33:43,33.72,74.8366,367.1666667,640.3166667,0.135935268,0.0014
0:33:57,33.95,74.4291,369.5,642.65,0.140645009,0.0020
0:34:11,34.18,74.0215,371.8333333,644.9833333,0.145355906,0.0020
0:34:25,34.42,73.5557,374.1666667,647.3166667,0.150739458,0.0023
0:34:39,34.65,73.2063,376.5,649.65,0.1547777,0.0017
0:34:53,34.88,72.7405,378.8333333,651.9833333,0.160161252,0.0023
0:35:07,35.12,72.3912,381.1666667,654.3166667,0.164198338,0.0017
0:35:21,35.35,71.9254,383.5,656.65,0.169581891,0.0023
0:35:35,35.58,71.4013,385.8333333,658.9833333,0.175639253,0.0026
0:35:49,35.82,70.4552,388.1666667,661.3166667,0.186573944,0.0047
0:36:03,36.05,69.5381,390.5,663.65,0.197173462,0.0045
0:36:17,36.28,68.4318,392.8333333,665.9833333,0.209959687,0.0055
0:36:30,36.50,67.3838,395,668.15,0.222072101,0.0056
0:36:44,36.73,66.3357,397.3333333,670.4833333,0.234185671,0.0052
0:36:58,36.97,65.2877,399.6666667,672.8166667,0.246298086,0.0052
0:37:12,37.20,64.2396,402,675.15,0.258411656,0.0052
0:37:26,37.43,63.1916,404.3333333,677.4833333,0.27052407,0.0052
0:37:40,37.67,62.1435,406.6666667,679.8166667,0.28263764,0.0052
0:37:54,37.90,61.0955,409,682.15,0.294750054,0.0052
0:38:08,38.13,60.0474,411.3333333,684.4833333,0.306863624,0.0052
0:38:22,38.37,59.0576,413.6666667,686.8166667,0.318303384,0.0049
0:38:36,38.60,58.126,416,689.15,0.329070488,0.0046
0:38:50,38.83,57.1944,418.3333333,691.4833333,0.339837592,0.0046
0:39:04,39.07,56.3792,420.6666667,693.8166667,0.349259386,0.0040
0:39:18,39.30,55.4476,423,696.15,0.36002649,0.0046
0:39:32,39.53,54.6324,425.3333333,698.4833333,0.369448284,0.0040
0:39:46,39.77,53.7008,427.6666667,700.8166667,0.380215388,0.0046
0:40:00,40.00,52.8275,430,703.15,0.390308682,0.0043
0:40:14,40.23,51.9541,432.3333333,705.4833333,0.400403131,0.0043
0:40:28,40.47,51.0807,434.6666667,707.8166667,0.41049758,0.0043
0:40:42,40.70,50.2073,437,710.15,0.420592029,0.0043
0:40:56,40.93,49.3339,439.3333333,712.4833333,0.430686478,0.0043
0:41:10,41.17,48.4606,441.6666667,714.8166667,0.440779771,0.0043
0:41:24,41.40,47.7619,444,717.15,0.448855099,0.0035
0:41:38,41.63,47.1214,446.3333333,719.4833333,0.456257773,0.0032
0:41:52,41.87,46.4809,448.6666667,721.8166667,0.463660446,0.0032
0:42:06,42.10,45.8404,451,724.15,0.471063119,0.0032
0:42:20,42.33,45.1999,453.3333333,726.4833333,0.478465792,0.0032
0:42:34,42.57,44.5595,455.6666667,728.8166667,0.485867309,0.0032
0:42:48,42.80,43.919,458,731.15,0.493269982,0.0032
0:43:02,43.03,43.2203,460.3333333,733.4833333,0.50134531,0.0035
0:43:16,43.27,42.638,462.6666667,735.8166667,0.508075328,0.0029
0:43:30,43.50,42.0558,465,738.15,0.51480419,0.0029
0:43:44,43.73,41.3571,467.3333333,740.4833333,0.522879518,0.0035
0:43:58,43.97,40.7748,469.6666667,742.8166667,0.529609536,0.0029
0:44:12,44.20,40.4255,472,745.15,0.533646623,0.0017
0:44:26,44.43,40.0179,474.3333333,747.4833333,0.53835752,0.0020
0:44:40,44.67,39.8432,476.6666667,749.8166667,0.540376641,0.0009
0:44:54,44.90,39.5521,479,752.15,0.543741072,0.0014
0:45:08,45.13,39.261,481.3333333,754.4833333,0.547105503,0.0014
0:45:22,45.37,39.0281,483.6666667,756.8166667,0.549797279,0.0012
0:45:36,45.60,38.6787,486,759.15,0.553835521,0.0017
0:45:50,45.83,38.4458,488.3333333,761.4833333,0.556527297,0.0012
0:46:04,46.07,38.2129,490.6666667,763.8166667,0.559219073,0.0012
0:46:18,46.30,37.8636,493,766.15,0.563256159,0.0017
0:46:32,46.53,37.6307,495.3333333,768.4833333,0.565947935,0.0012
0:46:46,46.77,37.3977,497.6666667,770.8166667,0.568640867,0.0012
0:47:00,47.00,37.1648,500,773.15,0.571332643,0.0012
0:47:14,47.23,36.9319,502.3333333,775.4833333,0.574024419,0.0012
0:47:28,47.47,36.7573,504.6666667,777.8166667,0.576042384,0.0009
0:47:42,47.70,36.5244,507,780.15,0.57873416,0.0012
0:47:56,47.93,36.2332,509.3333333,782.4833333,0.582099747,0.0014
0:48:10,48.17,36.0586,511.6666667,784.8166667,0.584117712,0.0009
0:48:24,48.40,35.8257,514,787.15,0.586809488,0.0012
0:48:37,48.62,35.651,516.1666667,789.3166667,0.588828609,0.0009
0:48:51,48.85,35.4181,518.5,791.65,0.591520385,0.0012
0:49:05,49.08,35.2434,520.8333333,793.9833333,0.593539506,0.0009
0:49:19,49.32,35.0687,523.1666667,796.3166667,0.595558627,0.0009
0:49:33,49.55,34.8358,525.5,798.65,0.598250403,0.0012
0:49:47,49.78,34.6612,527.8333333,800.9833333,0.600268369,0.0009
0:50:01,50.02,34.4865,530.1666667,803.3166667,0.60228749,0.0009
0:50:15,50.25,34.2536,532.5,805.65,0.604979266,0.0012
0:50:29,50.48,34.0789,534.8333333,807.9833333,0.606998387,0.0009
0:50:43,50.72,33.9042,537.1666667,810.3166667,0.609017508,0.0009
0:50:57,50.95,33.7296,539.5,812.65,0.611035473,0.0009
0:51:11,51.18,33.5549,541.8333333,814.9833333,0.613054594,0.0009
0:51:25,51.42,33.3802,544.1666667,817.3166667,0.615073715,0.0009
0:51:39,51.65,33.2055,546.5,819.65,0.617092836,0.0009
0:51:53,51.88,33.0309,548.8333333,821.9833333,0.619110801,0.0009
0:52:07,52.12,32.8562,551.1666667,824.3166667,0.621129922,0.0009
0:52:21,52.35,32.6815,553.5,826.65,0.623149043,0.0009
0:52:35,52.58,32.565,555.8333333,828.9833333,0.624495509,0.0006
0:52:49,52.82,32.3904,558.1666667,831.3166667,0.626513474,0.0009
0:53:03,53.05,32.2157,560.5,833.65,0.628532595,0.0009
0:53:17,53.28,32.041,562.8333333,835.9833333,0.630551716,0.0009
0:53:31,53.52,31.8663,565.1666667,838.3166667,0.632570837,0.0009
0:53:45,53.75,31.7499,567.5,840.65,0.633916147,0.0006
0:53:59,53.98,31.5752,569.8333333,842.9833333,0.635935268,0.0009
0:54:13,54.22,31.4005,572.1666667,845.3166667,0.637954389,0.0009
0:54:27,54.45,31.2841,574.5,847.65,0.639299699,0.0006
0:54:41,54.68,31.1676,576.8333333,849.9833333,0.640646165,0.0006
0:54:55,54.92,30.993,579.1666667,852.3166667,0.64266413,0.0009
0:55:09,55.15,30.8183,581.5,854.65,0.644683251,0.0009
0:55:23,55.38,30.7018,583.8333333,856.9833333,0.646029717,0.0006
0:55:37,55.62,30.5272,586.1666667,859.3166667,0.648047682,0.0009
0:55:51,55.85,30.4107,588.5,861.65,0.649394148,0.0006
0:56:05,56.08,30.236,590.8333333,863.9833333,0.651413269,0.0009
0:56:19,56.32,30.1196,593.1666667,866.3166667,0.652758579,0.0006
0:56:33,56.55,30.0031,595.5,868.65,0.654105045,0.0006
0:56:47,56.78,29.8285,597.8333333,870.9833333,0.65612301,0.0009
0:57:01,57.02,29.6538,600.1666667,873.3166667,0.658142131,0.0009
0:57:15,57.25,29.5373,602.5,875.65,0.659488597,0.0006
0:57:29,57.48,29.4209,604.8333333,877.9833333,0.660833907,0.0006
0:57:43,57.72,29.3044,607.1666667,880.3166667,0.662180373,0.0006
0:57:57,57.95,29.1298,609.5,882.65,0.664198338,0.0009
0:58:11,58.18,28.9551,611.8333333,884.9833333,0.666217459,0.0009
0:58:25,58.42,28.8386,614.1666667,887.3166667,0.667563925,0.0006
0:58:39,58.65,28.7222,616.5,889.65,0.668909235,0.0006
0:58:53,58.88,28.6057,618.8333333,891.9833333,0.670255701,0.0006
0:59:07,59.12,28.4893,621.1666667,894.3166667,0.671601012,0.0006
0:59:21,59.35,28.3728,623.5,896.65,0.672947477,0.0006
0:59:35,59.58,28.1981,625.8333333,898.9833333,0.674966598,0.0009
0:59:49,59.82,28.0235,628.1666667,901.3166667,0.676984564,0.0009
1:00:03,60.05,27.907,630.5,903.65,0.67833103,0.0006
1:00:17,60.28,27.7906,632.8333333,905.9833333,0.67967634,0.0006
1:00:31,60.52,27.6741,635.1666667,908.3166667,0.681022806,0.0006
1:00:45,60.75,27.5577,637.5,910.65,0.682368116,0.0006
1:00:58,60.97,27.4412,639.6666667,912.8166667,0.683714582,0.0006
1:01:12,61.20,27.3248,642,915.15,0.685059892,0.0006
1:01:26,61.43,27.2083,644.3333333,917.4833333,0.686406358,0.0006
1:01:40,61.67,27.0919,646.6666667,919.8166667,0.687751668,0.0006
1:01:54,61.90,26.9172,649,922.15,0.689770789,0.0009
1:02:08,62.13,26.8007,651.3333333,924.4833333,0.691117255,0.0006
1:02:22,62.37,26.6261,653.6666667,926.8166667,0.69313522,0.0009
1:02:36,62.60,26.5096,656,929.15,0.694481686,0.0006
1:02:50,62.83,26.3932,658.3333333,931.4833333,0.695826996,0.0006
1:03:04,63.07,26.2767,660.6666667,933.8166667,0.697173462,0.0006
1:03:18,63.30,26.1603,663,936.15,0.698518772,0.0006
1:03:32,63.53,26.0438,665.3333333,938.4833333,0.699865238,0.0006
1:03:46,63.77,25.9274,667.6666667,940.8166667,0.701210548,0.0006
1:04:00,64.00,25.8109,670,943.15,0.702557014,0.0006
1:04:14,64.23,25.6945,672.3333333,945.4833333,0.703902324,0.0006
1:04:28,64.47,25.578,674.6666667,947.8166667,0.70524879,0.0006
1:04:42,64.70,25.4616,677,950.15,0.7065941,0.0006
1:04:56,64.93,25.3451,679.3333333,952.4833333,0.707940566,0.0006
1:05:10,65.17,25.2869,681.6666667,954.8166667,0.708613221,0.0003
1:05:24,65.40,25.2287,684,957.15,0.709285876,0.0003
1:05:38,65.63,25.1122,686.3333333,959.4833333,0.710632342,0.0006
1:05:52,65.87,24.9958,688.6666667,961.8166667,0.711977652,0.0006
1:06:06,66.10,24.8793,691,964.15,0.713324118,0.0006
1:06:20,66.33,24.7629,693.3333333,966.4833333,0.714669428,0.0006
1:06:34,66.57,24.6464,695.6666667,968.8166667,0.716015894,0.0006
1:06:48,66.80,24.4717,698,971.15,0.718035015,0.0009
1:07:02,67.03,24.4135,700.3333333,973.4833333,0.71870767,0.0003
1:07:16,67.27,24.2971,702.6666667,975.8166667,0.72005298,0.0006
1:07:30,67.50,24.1806,705,978.15,0.721399446,0.0006
1:07:44,67.73,24.0642,707.3333333,980.4833333,0.722744756,0.0006
1:07:58,67.97,24.0059,709.6666667,982.8166667,0.723418567,0.0003
1:08:12,68.20,23.9477,712,985.15,0.724091222,0.0003
1:08:26,68.43,23.8312,714.3333333,987.4833333,0.725437688,0.0006
1:08:40,68.67,23.7148,716.6666667,989.8166667,0.726782998,0.0006
1:08:54,68.90,23.5983,719,992.15,0.728129464,0.0006
1:09:08,69.13,23.4819,721.3333333,994.4833333,0.729474774,0.0006
1:09:22,69.37,23.3654,723.6666667,996.8166667,0.73082124,0.0006
1:09:36,69.60,23.249,726,999.15,0.73216655,0.0006
1:10:04,70.07,23.1325,730.6666667,1003.816667,0.733513016,0.0003
1:10:18,70.30,23.0161,733,1006.15,0.734858326,0.0006
1:10:32,70.53,22.8996,735.3333333,1008.483333,0.736204792,0.0006
1:11:00,71.00,22.7832,740,1013.15,0.737550102,0.0003
1:11:14,71.23,22.6667,742.3333333,1015.483333,0.738896568,0.0006
1:11:28,71.47,22.5503,744.6666667,1017.816667,0.740241878,0.0006
1:11:56,71.93,22.4338,749.3333333,1022.483333,0.741588344,0.0003
1:12:10,72.17,22.3174,751.6666667,1024.816667,0.742933654,0.0006
2:45:50,,0.0753,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
